data,label,CCT_xc_distance,CCT_xc_count1,CCT_xc_count7,CCT_x4_distance,CCT_x4_count1,CCT_x4_count7,r50_xc_distance,r50_xc_count1,r50_xc_count7,r50_xc_xs5,r50_xc_xs3,r50_xc_all3,r50_xc_all5,r50_x4_distance,r50_x4_count1,r50_x4_count7
covid_hosp/train/0/D-0-35.jpg_000,1,0.0022511510712367455,1,6,0.4834064352667068,1,7,0.014017094436229116,1,1,4,2,3,4,0.13650217223206473,1,7
covid_hosp/train/0/D-0-35.jpg_001,0,1.9952983356816874,0,1,0.8056951266096064,0,0,1.9612132898091934,0,6,1,1,0,1,0.21657579648993963,0,0
covid_hosp/train/0/D-0-55.jpg_000,1,0.00012411384553889793,1,7,0.40804235013374035,1,7,0.00011063594729188164,1,7,5,3,3,5,0.19632272467111211,1,7
covid_hosp/train/0/D-0-55.jpg_001,0,1.998958109625048,0,0,0.9046088823205629,0,0,1.9953066841680775,0,0,0,0,0,0,0.2906695020873874,0,0
covid_hosp/train/0/E-0-05.jpeg_000,1,1.665791886651391e-07,1,7,0.3508842754965339,1,7,0.00019423216398273269,1,7,4,3,3,5,0.13406589321438178,1,7
covid_hosp/train/0/E-0-05.jpeg_001,0,1.9995702052574316,0,0,0.8980496697123986,0,0,1.991365313650921,0,0,1,0,0,0,0.2673913997104356,0,0
covid_hosp/train/0/E-0-09.jpeg_000,1,0.0024793029941213574,1,6,0.338093988174776,1,7,0.00017734202079955352,1,7,5,3,3,5,0.10124129448989916,1,7
covid_hosp/train/0/E-0-09.jpeg_001,0,1.9949712730093991,0,1,0.8525090101265818,0,0,1.9914798650472696,0,0,0,0,0,0,0.23683767140250656,0,0
covid_hosp/train/0/E-0-19.jpeg_000,1,0.0031987355307201426,1,7,0.46412225220470527,1,7,0.00011941028494066863,1,7,5,3,3,4,0.12316353353935894,1,7
covid_hosp/train/0/E-0-19.jpeg_001,0,1.9987448306167954,0,0,0.8653012626028751,0,0,1.991914398531328,0,0,0,0,0,1,0.24209158865991387,0,0
covid_hosp/train/0/E-0-23.jpeg_000,1,0.001291507958070981,1,7,0.40092291175171924,1,7,0.0009843013184585025,0,6,5,3,3,5,0.1666954203835287,1,7
covid_hosp/train/0/E-0-23.jpeg_001,0,1.9997809369176198,0,0,0.980614027490344,0,0,1.9878301537845402,1,1,0,0,0,0,0.25525500598539985,0,0
covid_hosp/train/0/E-0-30.jpeg_000,1,0.0011175934091418593,0,5,0.2530292256161464,1,7,3.13800895349603e-05,1,7,4,3,3,5,0.10311723535570938,1,7
covid_hosp/train/0/E-0-30.jpeg_001,0,1.9998488818920968,1,2,0.9415474715387062,0,0,1.9946097628428725,0,0,1,0,0,0,0.2570749607059709,0,0
covid_hosp/train/0/E-0-32.jpeg_000,1,0.000512488652812837,1,7,0.2444223568320647,1,7,0.0006292098838724947,1,7,5,3,3,5,0.11256894359683645,1,7
covid_hosp/train/0/E-0-32.jpeg_001,0,1.9999977535878573,0,0,0.8931929702957527,0,0,1.9891747742847001,0,0,0,0,0,0,0.24186932775660996,0,0
covid_hosp/train/0/E-0-34.jpeg_000,1,0.00020395682095175616,1,7,0.38150737940096424,1,7,2.3523997660923612e-06,1,7,3,2,2,3,0.13221590328467714,1,7
covid_hosp/train/0/E-0-34.jpeg_001,0,1.998745546882261,0,0,0.8785862936313812,0,0,1.9939967730829626,0,0,2,1,1,2,0.2621905113400552,0,0
covid_hosp/train/0/E-0-44.jpeg_000,1,0.00031334861256215873,1,7,0.27361579463629837,1,7,8.13954300095121e-05,1,7,5,3,3,5,0.09493156064751895,1,7
covid_hosp/train/0/E-0-44.jpeg_001,0,1.9984916400650103,0,0,0.841323368456319,0,0,1.9922528070046914,0,0,0,0,0,0,0.27213630463752825,0,0
covid_hosp/train/0/E-0-47.jpeg_000,1,0.001274382283832809,1,7,0.3491737577758467,1,7,0.00013176415905402639,1,7,4,3,3,5,0.09818096167828516,1,7
covid_hosp/train/0/E-0-47.jpeg_001,0,1.999787958322242,0,0,0.8546931043492489,0,0,1.9918151387334235,0,0,1,0,0,0,0.2280937735784917,0,0
covid_hosp/train/0/E-0-58.jpeg_000,1,0.0013259138611285692,1,7,0.31180127862601703,1,7,8.81671809316309e-06,0,6,5,3,3,5,0.1278441233061004,1,7
covid_hosp/train/0/E-0-58.jpeg_001,0,1.9997666300049004,0,0,0.8639967465659608,0,0,1.993279872796907,1,1,0,0,0,0,0.2774420521849913,0,0
covid_hosp/train/0/F-0-01.jpg_000,1,0.0012775719328690371,1,7,0.34123711492877984,1,7,0.001635672714782599,1,5,3,1,3,5,0.18918046539715305,1,7
covid_hosp/train/0/F-0-01.jpg_001,0,1.9997866557161648,0,0,0.9901791852471948,0,0,1.9857532231787682,0,2,2,2,0,0,0.21894922273089035,0,0
covid_hosp/train/0/F-0-07.jpg_000,1,0.0030934898720474946,1,7,0.5123393238772264,1,7,0.0006347822622763122,1,7,5,3,2,4,0.2149173339293684,1,6
covid_hosp/train/0/F-0-07.jpg_001,0,1.9988104603734378,0,0,0.8561332945066225,0,0,1.9891517586769274,0,0,0,0,1,1,0.20838766095647476,0,1
covid_hosp/train/0/F-0-09.jpg_000,1,3.7283442162361347e-05,1,7,0.3275613957430722,1,7,6.156343800878261e-05,1,7,5,3,3,5,0.15439234370926203,1,7
covid_hosp/train/0/F-0-09.jpg_001,0,1.9992577249258459,0,0,0.9068848670291536,0,0,1.9924580043561237,0,0,0,0,0,0,0.24661513167641824,0,0
covid_hosp/train/0/F-0-14.jpg_000,1,1.7649267811892244e-05,1,7,0.47985523525043794,1,7,1.4927915270579462e-07,1,7,5,3,3,5,0.13609472973873238,1,7
covid_hosp/train/0/F-0-14.jpg_001,0,1.9993578778875958,0,0,0.7444438883443812,0,0,1.9938179313606783,0,0,0,0,0,0,0.26089182529866495,0,0
covid_hosp/train/0/F-0-19.jpg_000,1,0.001637447425451799,1,6,0.39871206563825967,1,7,6.644037916103684e-05,1,6,5,3,3,5,0.16289277808794678,1,7
covid_hosp/train/0/F-0-19.jpg_001,0,1.9996263537295342,0,1,0.8292755858613459,0,0,1.9949771283728355,0,1,0,0,0,0,0.2227536490791382,0,0
covid_hosp/train/0/F-0-25.jpg_000,1,0.00035236552717032854,1,7,0.3297584128203972,1,7,0.0031706020424968617,0,3,3,2,2,3,0.162445088851765,1,7
covid_hosp/train/0/F-0-25.jpg_001,0,1.998407428935655,0,0,0.7904736221358704,0,0,1.981729234967363,1,4,2,1,1,2,0.23741149230092007,0,0
covid_hosp/train/0/F-0-26.jpg_000,1,0.000151034070126288,1,7,0.48908309867067057,1,7,0.0021286694361124514,1,5,4,2,3,3,0.2083708862314122,1,6
covid_hosp/train/0/F-0-26.jpg_001,0,1.99992166739468,0,0,0.8603318954293347,0,0,1.9843661784811433,0,2,1,1,0,2,0.18580991984204986,0,1
covid_hosp/train/0/F-0-35.jpg_000,1,0.00018124475081238156,1,7,0.33284502887475886,1,7,2.1723628609304768e-05,1,6,5,3,3,5,0.17804801810411752,1,7
covid_hosp/train/0/F-0-35.jpg_001,0,1.9999410572654028,0,0,0.9086874323567131,0,0,1.9944709045474758,0,1,0,0,0,0,0.2428146100494447,0,0
covid_hosp/train/0/F-0-36.jpg_000,1,0.0002992914761777987,1,7,0.4876628309666007,1,7,0.00024931699704611177,1,7,5,3,3,5,0.15013240503738856,1,7
covid_hosp/train/0/F-0-36.jpg_001,0,1.9985226649878587,0,0,0.8161287797012649,0,0,1.9960004670420874,0,0,0,0,0,0,0.24770301569952746,0,0
covid_hosp/train/0/F-0-42.jpg_000,1,2.1790501540275287e-05,1,7,0.40173468985947347,1,7,0.0005491789061469188,1,6,5,3,3,5,0.17179049787364986,1,7
covid_hosp/train/0/F-0-42.jpg_001,0,1.9997286743809046,0,0,0.9338289754136231,0,0,1.989514442229622,0,1,0,0,0,0,0.24424416691625062,0,0
covid_hosp/train/0/F-0-44.jpg_000,1,0.000928310519470954,1,7,0.44270651719192333,1,7,0.0011475368975399913,0,5,2,1,2,3,0.20711107265953888,1,7
covid_hosp/train/0/F-0-44.jpg_001,0,1.9999129491753007,0,0,0.8838495275399837,0,0,1.9872735360527707,1,2,3,2,1,2,0.24513598928962144,0,0
covid_hosp/train/0/F-0-50.jpg_000,1,1.217465582792343e-06,1,7,0.6381278384532869,1,7,0.0016186700700057122,1,4,5,3,3,4,0.26730984377257916,1,6
covid_hosp/train/0/F-0-50.jpg_001,0,1.9995985460171033,0,0,0.8981123010544689,0,0,1.9858033308676148,0,3,0,0,0,1,0.22892018901034372,0,1
covid_hosp/train/0/c-A-0-02.jpg_000,1,0.0016514484441442212,1,6,0.3942168957105161,1,7,1.2759748216906175e-06,1,6,5,3,3,5,0.1220352829247412,1,7
covid_hosp/train/0/c-A-0-02.jpg_001,0,1.9996196478745811,0,1,0.6984773935599532,0,0,1.9935776286269076,0,1,0,0,0,0,0.22887584647375203,0,0
covid_hosp/train/0/c-A-0-11.jpg_000,1,0.0010923428257701984,1,7,0.3310622620605488,1,5,0.0027518926436487234,0,6,3,2,3,5,0.12344984740922527,1,7
covid_hosp/train/0/c-A-0-11.jpg_001,0,1.9970644483119209,0,0,0.6467567291191239,0,2,1.982751362243884,1,1,2,1,0,0,0.19833119948507916,0,0
covid_hosp/train/0/c-A-0-17.jpg_000,1,0.015161106146786452,1,5,0.33543546590152573,1,7,0.003975362566331797,0,2,1,1,1,2,0.09986734836867617,1,7
covid_hosp/train/0/c-A-0-17.jpg_001,0,1.9792132817943524,0,2,0.7733317057580964,0,0,1.9798685533859426,1,5,4,2,2,3,0.24408713328666565,0,0
covid_hosp/train/0/c-A-0-25.jpg_000,1,0.00015160518729151473,1,7,0.3287405176770697,1,7,0.028817314735641086,1,2,1,1,3,5,0.12173351857258519,1,7
covid_hosp/train/0/c-A-0-25.jpg_001,0,1.9988810829888952,0,0,0.9831529416273633,0,0,1.9385296791116788,0,5,4,2,0,0,0.19349337301643288,0,0
covid_hosp/train/0/c-A-0-30.jpg_000,1,8.833205412817069e-05,1,7,0.2933026310090986,1,7,0.0027497764000506963,1,6,5,3,3,5,0.11124888381981779,1,7
covid_hosp/train/0/c-A-0-30.jpg_001,0,1.999862133471651,0,0,0.9434750686909792,0,0,1.9827566417815183,0,1,0,0,0,0,0.25360735646635024,0,0
covid_hosp/train/0/c-A-0-33.jpg_000,1,0.0004895222175483882,0,6,0.28138267578430054,1,7,0.0061511612840182694,0,3,5,3,3,5,0.1108006243749915,1,7
covid_hosp/train/0/c-A-0-33.jpg_001,0,1.9981286002797862,1,1,0.9117752709763187,0,0,1.9752890596996007,1,4,0,0,0,0,0.25600961468007055,0,0
covid_hosp/train/0/c-A-0-39.jpg_000,1,0.002052521258688822,1,6,0.4255787930627184,1,7,1.6552506363343156e-06,1,6,3,1,2,3,0.15620108062278792,1,7
covid_hosp/train/0/c-A-0-39.jpg_001,0,1.9955872629090496,0,1,0.986744017565,0,0,1.9935524847235686,0,1,2,2,1,2,0.21087477147163936,0,0
covid_hosp/train/0/c-B-0-01.jpg_000,1,1.960301665164518,0,3,0.6435794115522899,1,3,0.0288138967477084,1,2,5,3,3,5,0.18928802111520704,1,3
covid_hosp/train/0/c-B-0-01.jpg_001,0,0.03178854149177435,1,4,0.5606908426233017,0,4,1.9385346296624948,0,5,0,0,0,0,0.16955078040955096,0,4
covid_hosp/train/0/c-B-0-05.jpg_000,1,0.0002260132025809769,1,7,0.23010391804565145,1,7,0.00012503909766026222,1,7,2,1,1,1,0.15989049377173048,1,7
covid_hosp/train/0/c-B-0-05.jpg_001,0,1.9999627126401127,0,0,0.8613106265057651,0,0,1.9953970823429446,0,0,3,2,2,4,0.21968248265073909,0,0
covid_hosp/train/0/c-B-0-08.jpg_000,1,0.0010886713314952612,1,7,0.29945827097755007,1,7,9.74166535080423e-05,1,6,5,3,3,4,0.13795870904654517,1,7
covid_hosp/train/0/c-B-0-08.jpg_001,0,1.9998593997012142,0,0,0.9618050833556764,0,0,1.9921030926412318,0,1,0,0,0,1,0.2276910965555854,0,0
covid_hosp/train/0/c-B-0-25.jpg_000,1,0.00019860657557768668,1,7,0.2618401729666916,1,7,0.0009338613956719755,1,6,5,3,3,5,0.12262294533938778,1,7
covid_hosp/train/0/c-B-0-25.jpg_001,0,1.9999503351629442,0,0,0.9118044575545718,0,0,1.9976494922722454,0,1,0,0,0,0,0.22968344047790357,0,0
covid_hosp/train/0/c-B-0-27.jpg_000,1,0.0025279118650194388,1,5,0.34490470736321255,1,7,6.447006172749514e-05,0,5,5,3,3,5,0.11663205457224679,1,7
covid_hosp/train/0/c-B-0-27.jpg_001,0,1.9991504813947825,0,2,0.7524653170271445,0,0,1.9924262301851665,1,2,0,0,0,0,0.21940981396002535,0,0
covid_hosp/train/0/c-B-0-29.jpg_000,1,5.383877924636238e-05,1,7,0.3859179086296687,1,7,0.00047702544111893896,1,6,5,3,3,5,0.1254633552843225,1,7
covid_hosp/train/0/c-B-0-29.jpg_001,0,1.9998094873526597,0,0,0.8810418419791992,0,0,1.9898374905215266,0,1,0,0,0,0,0.21115342496512013,0,0
covid_hosp/train/0/c-B-0-34.jpg_000,1,0.0351516828149252,1,4,0.4274937841809341,1,5,0.5269751941001689,0,2,3,1,1,1,0.21318320228311172,1,3
covid_hosp/train/0/c-B-0-34.jpg_001,0,1.972273127233394,0,3,0.6156776011996279,0,2,1.3717773775797406,1,5,2,2,2,4,0.20070210281678036,0,4
covid_hosp/train/0/c-B-0-40.jpg_000,1,0.0032499843804616457,1,7,0.36551227650133233,1,7,9.319896685811013e-05,1,7,5,3,3,5,0.16426855342574787,1,7
covid_hosp/train/0/c-B-0-40.jpg_001,0,1.9987126356677454,0,0,0.9084489652277892,0,0,1.992141365538779,0,0,0,0,0,0,0.23498054773803068,0,0
covid_hosp/train/0/c-B-0-43.jpg_000,1,0.0015443847144768208,1,7,0.37230459634015267,1,6,0.000186550622415127,1,4,5,3,3,5,0.12549843777573444,1,7
covid_hosp/train/0/c-B-0-43.jpg_001,0,1.9963487354746627,0,0,0.7502614514453003,0,1,1.9957266071199502,0,3,0,0,0,0,0.19639215976204893,0,0
covid_hosp/train/0/c-B-0-45.jpg_000,1,0.0003061260260845966,1,7,0.29800378557317786,1,7,0.00016026831523519025,1,6,3,2,3,4,0.09381433576001852,1,7
covid_hosp/train/0/c-B-0-45.jpg_001,0,1.9999867251455123,0,0,0.9461949436594193,0,0,1.9916005211313914,0,1,2,1,0,1,0.2540625279459341,0,0
covid_hosp/train/0/c-C-0-06.jpg_000,1,0.0021721407102909263,1,7,0.4899208718546576,1,6,0.00017416503427691854,1,7,4,3,3,5,0.213734250638681,1,7
covid_hosp/train/0/c-C-0-06.jpg_001,0,1.9993511304541614,0,0,0.8622556533805144,0,1,1.9915019249137993,0,0,1,0,0,0,0.22881660982730456,0,0
covid_hosp/train/0/c-C-0-07.jpg_000,1,0.004584059036327082,1,7,0.4971639009211293,1,7,0.008067620255448715,0,1,1,1,1,1,0.20805381103392084,1,7
covid_hosp/train/0/c-C-0-07.jpg_001,0,1.9921121688312784,0,0,0.895802905229304,0,0,1.9715969593654954,1,6,4,2,2,4,0.1908368975411524,0,0
covid_hosp/train/0/c-C-0-14.jpg_000,1,0.001189665390113337,0,5,0.4842294746508249,1,7,0.0005230816898409429,1,6,4,3,2,4,0.17729638620404242,1,7
covid_hosp/train/0/c-C-0-14.jpg_001,0,1.9969063074164586,1,2,0.8326946419973966,0,0,1.9968453457442847,0,1,1,0,1,1,0.22949776060224625,0,0
covid_hosp/train/0/c-C-0-15.jpg_000,1,0.007655083205053148,1,7,0.6062592949795998,1,5,4.006297237102441e-05,1,6,5,3,3,5,0.1511658162227657,1,7
covid_hosp/train/0/c-C-0-15.jpg_001,0,1.9882098081473303,0,0,0.6797192213650333,0,2,1.9947159514504083,0,1,0,0,0,0,0.20270145438944098,0,0
covid_hosp/train/0/c-C-0-21.jpg_000,1,8.597125371978542e-05,1,7,0.46878687112171824,1,7,0.004475206848095659,0,3,3,3,2,2,0.14743111203027381,1,7
covid_hosp/train/0/c-C-0-21.jpg_001,0,1.9990752217939698,0,0,0.7165262177893327,0,0,1.9787668625780097,1,4,2,0,1,3,0.2309707209932088,0,0
covid_hosp/train/0/c-C-0-42.jpg_000,1,6.157767895587085e-08,1,7,0.5031306560659066,1,6,0.12196282206536013,0,1,4,3,3,5,0.22984349892018152,1,5
covid_hosp/train/0/c-C-0-42.jpg_001,0,1.9995635466114976,0,0,0.6940994361545251,0,1,1.8191614526682562,1,6,1,0,0,0,0.19467150346791007,0,2
covid_hosp/train/0/c-D-0-06.jpg_000,1,0.00030479854757925473,1,7,0.25057396190325176,1,7,0.0007257708387774509,1,5,5,3,3,5,0.09020900930421305,1,7
covid_hosp/train/0/c-D-0-06.jpg_001,0,1.9985104640145894,0,0,0.8747878225959609,0,0,1.9887861184788176,0,2,0,0,0,0,0.27151458934304695,0,0
covid_hosp/train/0/c-D-0-17.jpg_000,1,0.0003576664879573199,1,7,0.2968862681490514,1,7,0.001335952668598317,1,7,5,3,3,5,0.08391956682253754,1,7
covid_hosp/train/0/c-D-0-17.jpg_001,0,1.998396185150411,0,0,0.7544284489745577,0,0,1.9866645772359588,0,0,0,0,0,0,0.22588470105367353,0,0
covid_hosp/train/0/c-D-0-25.jpg_000,1,0.000774374432201741,1,7,0.34397490470815517,1,7,0.00029074687966934576,1,7,5,3,3,5,0.11935518650285959,1,7
covid_hosp/train/0/c-D-0-25.jpg_001,0,1.9999552575488235,0,0,0.9033729275216529,0,0,1.990778081017571,0,0,0,0,0,0,0.2507686926604066,0,0
covid_hosp/train/0/c-D-0-35.jpg_000,1,0.0021905589457837937,1,6,0.48348880546022965,1,7,0.012694763534532028,0,3,4,2,3,4,0.1348802110643118,1,7
covid_hosp/train/0/c-D-0-35.jpg_001,0,1.9953860332342224,0,1,0.8073146780180408,0,0,1.9634212207111075,1,4,1,1,0,1,0.2166903969224907,0,0
covid_hosp/train/0/c-D-0-55.jpg_000,1,0.0001229426356655905,1,7,0.4070489937249825,1,7,9.003351883951627e-05,1,6,5,3,3,5,0.1952377986637852,1,7
covid_hosp/train/0/c-D-0-55.jpg_001,0,1.9989615075184726,0,0,0.905730083415481,0,0,1.9951646972987787,0,1,0,0,0,0,0.28991914155149434,0,0
covid_hosp/train/0/c-E-0-05.jpeg_000,1,1.9676628288944897e-06,1,7,0.35121982408298713,1,7,0.00016715563832991887,1,7,4,3,3,5,0.13499337378985354,1,7
covid_hosp/train/0/c-E-0-05.jpeg_001,0,1.9996104508209829,0,0,0.8959383306406452,0,0,1.9915512153812986,0,0,1,0,0,0,0.26729146548310023,0,0
covid_hosp/train/0/c-E-0-09.jpeg_000,1,0.0025219285094939536,1,6,0.33946611841805474,1,7,0.00019488624365371354,1,7,5,3,3,5,0.10048739934657269,1,7
covid_hosp/train/0/c-E-0-09.jpeg_001,0,1.9949106827032028,0,1,0.8498877184502165,0,0,1.9913609649030573,0,0,0,0,0,0,0.23634247464432112,0,0
covid_hosp/train/0/c-E-0-19.jpeg_000,1,0.003297320124445724,1,7,0.4642254673221129,1,7,0.00010142465398421674,1,7,5,3,3,4,0.12389170600203558,1,7
covid_hosp/train/0/c-E-0-19.jpeg_001,0,1.9986827654532209,0,0,0.8671424649823709,0,0,1.9920673999166927,0,0,0,0,0,1,0.24227797738274426,0,0
covid_hosp/train/0/c-E-0-23.jpeg_000,1,0.0012785162758522928,1,7,0.4006735844264644,1,7,0.000987608098095838,0,6,5,3,3,5,0.16955806575000354,1,7
covid_hosp/train/0/c-E-0-23.jpeg_001,0,1.9997862696076911,0,0,0.9799778288864921,0,0,1.9878185659070278,1,1,0,0,0,0,0.25597282653875164,0,0
covid_hosp/train/0/c-E-0-30.jpeg_000,1,0.0010929541530166897,1,7,0.25282344242071697,1,7,3.584324041328024e-05,1,6,4,3,3,5,0.10217903975620013,1,7
covid_hosp/train/0/c-E-0-30.jpeg_001,0,1.9998578575130925,0,0,0.9416786363550071,0,0,1.994666090516298,0,1,1,0,0,0,0.2584838435534669,0,0
covid_hosp/train/0/c-E-0-32.jpeg_000,1,0.000521184188249868,1,7,0.24467140377105157,1,7,0.0005187497468419622,1,3,5,3,3,5,0.11349097957835752,1,7
covid_hosp/train/0/c-E-0-32.jpeg_001,0,1.9999971436474446,0,0,0.8922524923878582,0,0,1.9896485340748613,0,4,0,0,0,0,0.242921859069556,0,0
covid_hosp/train/0/c-E-0-34.jpeg_000,1,0.00020466802333718448,1,7,0.38116026280351145,1,7,6.443565397917794e-07,1,7,3,2,3,4,0.131880192851351,1,7
covid_hosp/train/0/c-E-0-34.jpeg_001,0,1.9987437844537723,0,0,0.8791547850438902,0,0,1.9938831300532756,0,0,2,1,0,1,0.2615347930079378,0,0
covid_hosp/train/0/c-E-0-44.jpeg_000,1,0.00034586527414393053,1,7,0.27800220789663954,1,7,9.180618485937764e-05,1,7,5,3,3,5,0.09457234755853439,1,7
covid_hosp/train/0/c-E-0-44.jpeg_001,0,1.998421277932117,0,0,0.8335072640284373,0,0,1.9921541729578367,0,0,0,0,0,0,0.27158494946807177,0,0
covid_hosp/train/0/c-E-0-47.jpeg_000,1,0.0011985631755779824,1,6,0.34689150711920347,1,7,0.00014154477960215406,1,7,4,3,3,5,0.09848907017403452,1,7
covid_hosp/train/0/c-E-0-47.jpeg_001,0,1.9998182046552497,0,1,0.8576976312806337,0,0,1.9917394116906,0,0,1,0,0,0,0.22685506609490957,0,0
covid_hosp/train/0/c-E-0-58.jpeg_000,1,0.0013838500011573718,1,7,0.31321036715529804,1,7,9.089042104171163e-06,1,6,5,3,3,5,0.12787852187739746,1,7
covid_hosp/train/0/c-E-0-58.jpeg_001,0,1.99974195738302,0,0,0.8626194955984418,0,0,1.993272422117244,0,1,0,0,0,0,0.27821538212787245,0,0
covid_hosp/train/0/c-F-0-01.jpg_000,1,0.0012742680247869176,1,7,0.3419208623843488,1,7,0.0017215239698731288,0,6,3,1,3,5,0.18951647540092065,1,7
covid_hosp/train/0/c-F-0-01.jpg_001,0,1.9997880049401298,0,0,0.9920163409309413,0,0,1.985502797207,1,1,2,2,0,0,0.21907579833350443,0,0
covid_hosp/train/0/c-F-0-07.jpg_000,1,0.0030647498347191604,1,7,0.5119704325331779,1,7,0.0005949704603178674,1,6,5,3,3,5,0.21467343590305243,1,6
covid_hosp/train/0/c-F-0-07.jpg_001,0,1.99882826515744,0,0,0.8565199175391343,0,0,1.9893179378142487,0,1,0,0,0,0,0.2079378103854761,0,1
covid_hosp/train/0/c-F-0-09.jpg_000,1,3.7603578628697676e-05,1,7,0.32679990569862727,1,7,4.317104872386679e-05,0,6,5,3,3,5,0.1544077851787342,1,7
covid_hosp/train/0/c-F-0-09.jpg_001,0,1.9992562991144371,0,0,0.9059774182703387,0,0,1.9926775610714957,1,1,0,0,0,0,0.2485648726738745,0,0
covid_hosp/train/0/c-F-0-14.jpg_000,1,1.9511878078359857e-05,1,6,0.4830380612309486,1,7,1.912434074546887e-06,1,7,5,3,3,5,0.13577519606299548,1,7
covid_hosp/train/0/c-F-0-14.jpg_001,0,1.9993468797982228,0,1,0.7418427439365443,0,0,1.9939734103690139,0,0,0,0,0,0,0.26059777444454835,0,0
covid_hosp/train/0/c-F-0-19.jpg_000,1,0.0016440273727603705,1,6,0.39989006801252647,1,7,6.472109832933448e-05,1,7,5,3,3,5,0.1629218606385201,1,7
covid_hosp/train/0/c-F-0-19.jpg_001,0,1.9996232061069827,0,1,0.8277836620110366,0,0,1.994962089024267,0,0,0,0,0,0,0.2218362903300941,0,0
covid_hosp/train/0/c-F-0-25.jpg_000,1,0.0003648849090533979,1,7,0.33028354146255645,1,7,0.002757618054420208,0,5,2,2,2,2,0.16455601760011507,1,7
covid_hosp/train/0/c-F-0-25.jpg_001,0,1.9983809447054222,0,0,0.7898142209284921,0,0,1.9827370848124075,1,2,3,1,1,3,0.23816850382916877,0,0
covid_hosp/train/0/c-F-0-26.jpg_000,1,0.00011128658471371011,1,6,0.4879065198730106,1,7,0.0018318209812636654,1,5,4,2,2,3,0.20744713769009393,1,6
covid_hosp/train/0/c-F-0-26.jpg_001,0,1.9998878321429017,0,1,0.8671214822157934,0,0,1.9851870086417516,0,2,1,1,1,2,0.1862218351042879,0,1
covid_hosp/train/0/c-F-0-35.jpg_000,1,0.0001983887887512248,1,7,0.33350963451284876,1,7,1.9693049578162203e-05,1,7,5,3,3,5,0.17761335289260938,1,7
covid_hosp/train/0/c-F-0-35.jpg_001,0,1.9999502261613977,0,0,0.9085854810387465,0,0,1.9944377109314453,0,0,0,0,0,0,0.24230272955662413,0,0
covid_hosp/train/0/c-F-0-36.jpg_000,1,0.0002637133894638488,1,7,0.4850161419310792,1,7,0.00023022266305361416,1,6,5,3,3,5,0.14982485766095588,1,7
covid_hosp/train/0/c-F-0-36.jpg_001,0,1.9986030619483053,0,0,0.816678616094129,0,0,1.9959221609759767,0,1,0,0,0,0,0.24742690527870204,0,0
covid_hosp/train/0/c-F-0-42.jpg_000,1,2.5023228989784485e-05,1,7,0.40016278020445484,1,7,0.000538381491305584,1,6,5,3,3,5,0.17100990491357593,1,7
covid_hosp/train/0/c-F-0-42.jpg_001,0,1.9997395748881102,0,0,0.9353085465687866,0,0,1.9895616854372493,0,1,0,0,0,0,0.24390055900426066,0,0
covid_hosp/train/0/c-F-0-44.jpg_000,1,0.0009114973343867794,1,7,0.4418934619904602,1,7,0.0010569075335670197,1,5,1,1,2,3,0.20615496888199103,1,7
covid_hosp/train/0/c-F-0-44.jpg_001,0,1.9999180455316903,0,0,0.8826900219903758,0,0,1.9875788186450434,0,2,4,2,1,2,0.24558925448650215,0,0
covid_hosp/train/0/c-F-0-50.jpg_000,1,2.9760673025958084e-06,1,6,0.6377659478215494,1,7,0.0016738611111289936,1,6,5,3,2,4,0.2656905733975552,1,6
covid_hosp/train/0/c-F-0-50.jpg_001,0,1.9996230718779038,0,1,0.8990923277219928,0,0,1.9856413051060404,0,1,0,0,1,1,0.22690473696392222,0,1
covid_hosp/train/1/000001-19.jpg_000,0,0.0037522200527631,1,6,0.48684152742678355,1,6,1.996672613671644,0,0,0,0,0,0,0.26446676589593565,0,0
covid_hosp/train/1/000001-19.jpg_001,1,1.9983896814090885,0,1,0.7044383049884422,0,1,0.00045593958145484503,1,7,5,3,3,5,0.09427120041065484,1,7
covid_hosp/train/1/000001-27.jpg_000,0,1.997823496357448,0,0,0.9562212475642952,0,0,1.9982032252047652,0,0,0,0,0,0,0.26268232605158226,0,0
covid_hosp/train/1/000001-27.jpg_001,1,0.0006512560360623088,1,7,0.35886657049001713,1,7,0.0013435322954657991,1,7,5,3,3,5,0.12106371160053087,1,7
covid_hosp/train/1/000003.jpg_000,0,1.9997344273876587,0,0,0.9038456228908114,0,0,1.9959769495791846,0,0,1,1,0,0,0.3193575335744131,0,0
covid_hosp/train/1/000003.jpg_001,1,2.3460523002838407e-05,1,7,0.2406330390042627,1,7,0.0002434829392033988,1,7,4,2,3,5,0.14053011260479142,1,7
covid_hosp/train/1/000004.jpg_000,0,1.9999617892689994,0,0,0.9544897111686418,0,0,1.995830736204307,0,0,0,0,0,0,0.36720174173695685,0,0
covid_hosp/train/1/000004.jpg_001,1,0.00022375952752651251,1,7,0.1802983504107738,1,7,0.000209106563635042,1,7,5,3,3,5,0.14341474906701634,1,7
covid_hosp/train/1/000004.png_000,0,1.9999286626228954,0,0,0.9565462644161923,0,0,1.9895720778179498,0,0,1,0,0,0,0.16037878698674435,0,1
covid_hosp/train/1/000004.png_001,1,0.0008752374928530093,1,7,0.29250537608969274,1,7,0.0005360174616836355,1,7,4,3,3,5,0.07391557729860376,1,6
